VC:4bd5283 BD:Sep 19 2013 SN:LGR-13-0274
                     Time,      [CH4]_ppm,   [CH4]_ppm_sd,      [H2O]_ppm,   [H2O]_ppm_sd,      [CO2]_ppm,   [CO2]_ppm_sd,     [CH4]d_ppm,  [CH4]d_ppm_sd,     [CO2]d_ppm,  [CO2]d_ppm_sd,      GasP_torr,   GasP_torr_sd,         GasT_C,      GasT_C_sd,         AmbT_C,      AmbT_C_sd,         RD0_us,      RD0_us_sd,         RD1_us,      RD1_us_sd,       Fit_Flag,            MIU
  09/11/2021 14:24:17.360,    2.23390e+00,    0.00000e+00,    1.25358e+04,    0.00000e+00,    4.74151e+02,    0.00000e+00,    2.26226e+00,    0.00000e+00,    4.80171e+02,    0.00000e+00,    1.40044e+02,    0.00000e+00,    2.25596e+01,    0.00000e+00,    2.25110e+01,    0.00000e+00,    9.46580e+00,    0.00000e+00,    1.01136e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:18.207,    2.19701e+00,    0.00000e+00,    1.23366e+04,    0.00000e+00,    4.76011e+02,    0.00000e+00,    2.22445e+00,    0.00000e+00,    4.81956e+02,    0.00000e+00,    1.40049e+02,    0.00000e+00,    2.25590e+01,    0.00000e+00,    2.25057e+01,    0.00000e+00,    9.47031e+00,    0.00000e+00,    1.01173e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:19.055,    2.15542e+00,    0.00000e+00,    1.21321e+04,    0.00000e+00,    4.72550e+02,    0.00000e+00,    2.18189e+00,    0.00000e+00,    4.78353e+02,    0.00000e+00,    1.40042e+02,    0.00000e+00,    2.25590e+01,    0.00000e+00,    2.24528e+01,    0.00000e+00,    9.47523e+00,    0.00000e+00,    1.01144e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:19.902,    2.14041e+00,    0.00000e+00,    1.21860e+04,    0.00000e+00,    4.80771e+02,    0.00000e+00,    2.16682e+00,    0.00000e+00,    4.86702e+02,    0.00000e+00,    1.40036e+02,    0.00000e+00,    2.25591e+01,    0.00000e+00,    2.24523e+01,    0.00000e+00,    9.47342e+00,    0.00000e+00,    1.01111e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:20.750,    2.10965e+00,    0.00000e+00,    1.20461e+04,    0.00000e+00,    4.68959e+02,    0.00000e+00,    2.13537e+00,    0.00000e+00,    4.74677e+02,    0.00000e+00,    1.40037e+02,    0.00000e+00,    2.25594e+01,    0.00000e+00,    2.24265e+01,    0.00000e+00,    9.47184e+00,    0.00000e+00,    1.01153e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:21.599,    2.08200e+00,    0.00000e+00,    1.22142e+04,    0.00000e+00,    4.58346e+02,    0.00000e+00,    2.10775e+00,    0.00000e+00,    4.64014e+02,    0.00000e+00,    1.40044e+02,    0.00000e+00,    2.25591e+01,    0.00000e+00,    2.24584e+01,    0.00000e+00,    9.47625e+00,    0.00000e+00,    1.01162e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:22.447,    2.07964e+00,    0.00000e+00,    1.24660e+04,    0.00000e+00,    4.61808e+02,    0.00000e+00,    2.10589e+00,    0.00000e+00,    4.67637e+02,    0.00000e+00,    1.40035e+02,    0.00000e+00,    2.25598e+01,    0.00000e+00,    2.25128e+01,    0.00000e+00,    9.47298e+00,    0.00000e+00,    1.01151e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:23.294,    2.06117e+00,    0.00000e+00,    1.25955e+04,    0.00000e+00,    4.54647e+02,    0.00000e+00,    2.08747e+00,    0.00000e+00,    4.60446e+02,    0.00000e+00,    1.40038e+02,    0.00000e+00,    2.25597e+01,    0.00000e+00,    2.25058e+01,    0.00000e+00,    9.47780e+00,    0.00000e+00,    1.01125e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:24.142,    2.05208e+00,    0.00000e+00,    1.27986e+04,    0.00000e+00,    4.48172e+02,    0.00000e+00,    2.07868e+00,    0.00000e+00,    4.53982e+02,    0.00000e+00,    1.40048e+02,    0.00000e+00,    2.25599e+01,    0.00000e+00,    2.24634e+01,    0.00000e+00,    9.47241e+00,    0.00000e+00,    1.01163e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:24.990,    2.04146e+00,    0.00000e+00,    1.31793e+04,    0.00000e+00,    4.44740e+02,    0.00000e+00,    2.06873e+00,    0.00000e+00,    4.50680e+02,    0.00000e+00,    1.40037e+02,    0.00000e+00,    2.25595e+01,    0.00000e+00,    2.24445e+01,    0.00000e+00,    9.47704e+00,    0.00000e+00,    1.01190e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:25.838,    2.03190e+00,    0.00000e+00,    1.34416e+04,    0.00000e+00,    4.39985e+02,    0.00000e+00,    2.05959e+00,    0.00000e+00,    4.45980e+02,    0.00000e+00,    1.40034e+02,    0.00000e+00,    2.25596e+01,    0.00000e+00,    2.24375e+01,    0.00000e+00,    9.47642e+00,    0.00000e+00,    1.01192e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:26.686,    2.02103e+00,    0.00000e+00,    1.36361e+04,    0.00000e+00,    4.34080e+02,    0.00000e+00,    2.04897e+00,    0.00000e+00,    4.40080e+02,    0.00000e+00,    1.40050e+02,    0.00000e+00,    2.25598e+01,    0.00000e+00,    2.24669e+01,    0.00000e+00,    9.47387e+00,    0.00000e+00,    1.01097e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:27.533,    2.01288e+00,    0.00000e+00,    1.39564e+04,    0.00000e+00,    4.30936e+02,    0.00000e+00,    2.04137e+00,    0.00000e+00,    4.37036e+02,    0.00000e+00,    1.40043e+02,    0.00000e+00,    2.25600e+01,    0.00000e+00,    2.25078e+01,    0.00000e+00,    9.47368e+00,    0.00000e+00,    1.01185e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:28.381,    1.99901e+00,    0.00000e+00,    1.39951e+04,    0.00000e+00,    4.22538e+02,    0.00000e+00,    2.02739e+00,    0.00000e+00,    4.28536e+02,    0.00000e+00,    1.40039e+02,    0.00000e+00,    2.25611e+01,    0.00000e+00,    2.24844e+01,    0.00000e+00,    9.46980e+00,    0.00000e+00,    1.01121e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:29.228,    1.99769e+00,    0.00000e+00,    1.43383e+04,    0.00000e+00,    4.19445e+02,    0.00000e+00,    2.02675e+00,    0.00000e+00,    4.25546e+02,    0.00000e+00,    1.40045e+02,    0.00000e+00,    2.25609e+01,    0.00000e+00,    2.24510e+01,    0.00000e+00,    9.46833e+00,    0.00000e+00,    1.01195e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:30.077,    1.99010e+00,    0.00000e+00,    1.44518e+04,    0.00000e+00,    4.19179e+02,    0.00000e+00,    2.01928e+00,    0.00000e+00,    4.25326e+02,    0.00000e+00,    1.40043e+02,    0.00000e+00,    2.25604e+01,    0.00000e+00,    2.24394e+01,    0.00000e+00,    9.48091e+00,    0.00000e+00,    1.01165e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:30.925,    1.99033e+00,    0.00000e+00,    1.46772e+04,    0.00000e+00,    4.17292e+02,    0.00000e+00,    2.01998e+00,    0.00000e+00,    4.23508e+02,    0.00000e+00,    1.40039e+02,    0.00000e+00,    2.25608e+01,    0.00000e+00,    2.24341e+01,    0.00000e+00,    9.46614e+00,    0.00000e+00,    1.01179e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:31.773,    1.97887e+00,    0.00000e+00,    1.47261e+04,    0.00000e+00,    4.11085e+02,    0.00000e+00,    2.00845e+00,    0.00000e+00,    4.17229e+02,    0.00000e+00,    1.40041e+02,    0.00000e+00,    2.25614e+01,    0.00000e+00,    2.24511e+01,    0.00000e+00,    9.46873e+00,    0.00000e+00,    1.01176e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:32.620,    1.97938e+00,    0.00000e+00,    1.50682e+04,    0.00000e+00,    4.10723e+02,    0.00000e+00,    2.00966e+00,    0.00000e+00,    4.17006e+02,    0.00000e+00,    1.40047e+02,    0.00000e+00,    2.25609e+01,    0.00000e+00,    2.24588e+01,    0.00000e+00,    9.47555e+00,    0.00000e+00,    1.01144e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:33.468,    1.98103e+00,    0.00000e+00,    1.52793e+04,    0.00000e+00,    4.10864e+02,    0.00000e+00,    2.01177e+00,    0.00000e+00,    4.17239e+02,    0.00000e+00,    1.40041e+02,    0.00000e+00,    2.25614e+01,    0.00000e+00,    2.24406e+01,    0.00000e+00,    9.47693e+00,    0.00000e+00,    1.01213e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:34.317,    1.97884e+00,    0.00000e+00,    1.54304e+04,    0.00000e+00,    4.11323e+02,    0.00000e+00,    2.00985e+00,    0.00000e+00,    4.17770e+02,    0.00000e+00,    1.40035e+02,    0.00000e+00,    2.25613e+01,    0.00000e+00,    2.24281e+01,    0.00000e+00,    9.46834e+00,    0.00000e+00,    1.01109e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:35.164,    1.98551e+00,    0.00000e+00,    1.56288e+04,    0.00000e+00,    4.14892e+02,    0.00000e+00,    2.01703e+00,    0.00000e+00,    4.21479e+02,    0.00000e+00,    1.40030e+02,    0.00000e+00,    2.25609e+01,    0.00000e+00,    2.24422e+01,    0.00000e+00,    9.47049e+00,    0.00000e+00,    1.01117e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:36.012,    1.97983e+00,    0.00000e+00,    1.58217e+04,    0.00000e+00,    4.12126e+02,    0.00000e+00,    2.01165e+00,    0.00000e+00,    4.18752e+02,    0.00000e+00,    1.40044e+02,    0.00000e+00,    2.25617e+01,    0.00000e+00,    2.24372e+01,    0.00000e+00,    9.47535e+00,    0.00000e+00,    1.01174e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:36.860,    1.97180e+00,    0.00000e+00,    1.57834e+04,    0.00000e+00,    4.08332e+02,    0.00000e+00,    2.00342e+00,    0.00000e+00,    4.14880e+02,    0.00000e+00,    1.40032e+02,    0.00000e+00,    2.25619e+01,    0.00000e+00,    2.24361e+01,    0.00000e+00,    9.47765e+00,    0.00000e+00,    1.01168e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:37.707,    1.97828e+00,    0.00000e+00,    1.60606e+04,    0.00000e+00,    4.11610e+02,    0.00000e+00,    2.01057e+00,    0.00000e+00,    4.18329e+02,    0.00000e+00,    1.40043e+02,    0.00000e+00,    2.25618e+01,    0.00000e+00,    2.25045e+01,    0.00000e+00,    9.47105e+00,    0.00000e+00,    1.01119e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:38.556,    1.96828e+00,    0.00000e+00,    1.57930e+04,    0.00000e+00,    4.07165e+02,    0.00000e+00,    1.99986e+00,    0.00000e+00,    4.13699e+02,    0.00000e+00,    1.40048e+02,    0.00000e+00,    2.25624e+01,    0.00000e+00,    2.24925e+01,    0.00000e+00,    9.47571e+00,    0.00000e+00,    1.01168e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:39.404,    1.97072e+00,    0.00000e+00,    1.60606e+04,    0.00000e+00,    4.08510e+02,    0.00000e+00,    2.00289e+00,    0.00000e+00,    4.15178e+02,    0.00000e+00,    1.40037e+02,    0.00000e+00,    2.25623e+01,    0.00000e+00,    2.24899e+01,    0.00000e+00,    9.46701e+00,    0.00000e+00,    1.01082e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:40.252,    1.97517e+00,    0.00000e+00,    1.63098e+04,    0.00000e+00,    4.10544e+02,    0.00000e+00,    2.00792e+00,    0.00000e+00,    4.17351e+02,    0.00000e+00,    1.40052e+02,    0.00000e+00,    2.25614e+01,    0.00000e+00,    2.24647e+01,    0.00000e+00,    9.47259e+00,    0.00000e+00,    1.01135e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:41.100,    1.97629e+00,    0.00000e+00,    1.64365e+04,    0.00000e+00,    4.11036e+02,    0.00000e+00,    2.00931e+00,    0.00000e+00,    4.17904e+02,    0.00000e+00,    1.40047e+02,    0.00000e+00,    2.25622e+01,    0.00000e+00,    2.24493e+01,    0.00000e+00,    9.46804e+00,    0.00000e+00,    1.01130e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:41.947,    1.97366e+00,    0.00000e+00,    1.64598e+04,    0.00000e+00,    4.11938e+02,    0.00000e+00,    2.00669e+00,    0.00000e+00,    4.18831e+02,    0.00000e+00,    1.40040e+02,    0.00000e+00,    2.25623e+01,    0.00000e+00,    2.24496e+01,    0.00000e+00,    9.47483e+00,    0.00000e+00,    1.01174e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:42.795,    1.96693e+00,    0.00000e+00,    1.63756e+04,    0.00000e+00,    4.06516e+02,    0.00000e+00,    1.99968e+00,    0.00000e+00,    4.13284e+02,    0.00000e+00,    1.40057e+02,    0.00000e+00,    2.25617e+01,    0.00000e+00,    2.24657e+01,    0.00000e+00,    9.47518e+00,    0.00000e+00,    1.01194e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:43.643,    1.96618e+00,    0.00000e+00,    1.64378e+04,    0.00000e+00,    4.05195e+02,    0.00000e+00,    1.99904e+00,    0.00000e+00,    4.11967e+02,    0.00000e+00,    1.40045e+02,    0.00000e+00,    2.25624e+01,    0.00000e+00,    2.24992e+01,    0.00000e+00,    9.47538e+00,    0.00000e+00,    1.01181e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:44.491,    1.96526e+00,    0.00000e+00,    1.64384e+04,    0.00000e+00,    4.04677e+02,    0.00000e+00,    1.99811e+00,    0.00000e+00,    4.11440e+02,    0.00000e+00,    1.40046e+02,    0.00000e+00,    2.25624e+01,    0.00000e+00,    2.24924e+01,    0.00000e+00,    9.48179e+00,    0.00000e+00,    1.01179e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:45.338,    1.97104e+00,    0.00000e+00,    1.66114e+04,    0.00000e+00,    4.09584e+02,    0.00000e+00,    2.00433e+00,    0.00000e+00,    4.16503e+02,    0.00000e+00,    1.40054e+02,    0.00000e+00,    2.25623e+01,    0.00000e+00,    2.24696e+01,    0.00000e+00,    9.47527e+00,    0.00000e+00,    1.01094e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:46.187,    1.96552e+00,    0.00000e+00,    1.64342e+04,    0.00000e+00,    4.05364e+02,    0.00000e+00,    1.99836e+00,    0.00000e+00,    4.12138e+02,    0.00000e+00,    1.40037e+02,    0.00000e+00,    2.25627e+01,    0.00000e+00,    2.24325e+01,    0.00000e+00,    9.46962e+00,    0.00000e+00,    1.01139e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:47.035,    1.96252e+00,    0.00000e+00,    1.65197e+04,    0.00000e+00,    4.04387e+02,    0.00000e+00,    1.99548e+00,    0.00000e+00,    4.11180e+02,    0.00000e+00,    1.40046e+02,    0.00000e+00,    2.25621e+01,    0.00000e+00,    2.24464e+01,    0.00000e+00,    9.47791e+00,    0.00000e+00,    1.01146e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:47.883,    1.95892e+00,    0.00000e+00,    1.65849e+04,    0.00000e+00,    4.01076e+02,    0.00000e+00,    1.99196e+00,    0.00000e+00,    4.07840e+02,    0.00000e+00,    1.40047e+02,    0.00000e+00,    2.25620e+01,    0.00000e+00,    2.24591e+01,    0.00000e+00,    9.46430e+00,    0.00000e+00,    1.01194e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:48.731,    1.96678e+00,    0.00000e+00,    1.67391e+04,    0.00000e+00,    4.06089e+02,    0.00000e+00,    2.00026e+00,    0.00000e+00,    4.13002e+02,    0.00000e+00,    1.40036e+02,    0.00000e+00,    2.25625e+01,    0.00000e+00,    2.24857e+01,    0.00000e+00,    9.47309e+00,    0.00000e+00,    1.01180e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:49.578,    1.96657e+00,    0.00000e+00,    1.66445e+04,    0.00000e+00,    4.05916e+02,    0.00000e+00,    1.99986e+00,    0.00000e+00,    4.12787e+02,    0.00000e+00,    1.40049e+02,    0.00000e+00,    2.25618e+01,    0.00000e+00,    2.24996e+01,    0.00000e+00,    9.46801e+00,    0.00000e+00,    1.01148e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:50.427,    1.96318e+00,    0.00000e+00,    1.67099e+04,    0.00000e+00,    4.05658e+02,    0.00000e+00,    1.99655e+00,    0.00000e+00,    4.12551e+02,    0.00000e+00,    1.40037e+02,    0.00000e+00,    2.25617e+01,    0.00000e+00,    2.24432e+01,    0.00000e+00,    9.46827e+00,    0.00000e+00,    1.01171e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:51.278,    1.97349e+00,    0.00000e+00,    1.67780e+04,    0.00000e+00,    4.10681e+02,    0.00000e+00,    2.00717e+00,    0.00000e+00,    4.17689e+02,    0.00000e+00,    1.40032e+02,    0.00000e+00,    2.25624e+01,    0.00000e+00,    2.24612e+01,    0.00000e+00,    9.46809e+00,    0.00000e+00,    1.01107e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:52.130,    1.96491e+00,    0.00000e+00,    1.66478e+04,    0.00000e+00,    4.07173e+02,    0.00000e+00,    1.99818e+00,    0.00000e+00,    4.14066e+02,    0.00000e+00,    1.40047e+02,    0.00000e+00,    2.25615e+01,    0.00000e+00,    2.24530e+01,    0.00000e+00,    9.46732e+00,    0.00000e+00,    1.01161e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:52.978,    1.96069e+00,    0.00000e+00,    1.66535e+04,    0.00000e+00,    4.03727e+02,    0.00000e+00,    1.99390e+00,    0.00000e+00,    4.10564e+02,    0.00000e+00,    1.40041e+02,    0.00000e+00,    2.25616e+01,    0.00000e+00,    2.24775e+01,    0.00000e+00,    9.47226e+00,    0.00000e+00,    1.01155e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:53.825,    1.96293e+00,    0.00000e+00,    1.67524e+04,    0.00000e+00,    4.08558e+02,    0.00000e+00,    1.99638e+00,    0.00000e+00,    4.15519e+02,    0.00000e+00,    1.40062e+02,    0.00000e+00,    2.25623e+01,    0.00000e+00,    2.25222e+01,    0.00000e+00,    9.47363e+00,    0.00000e+00,    1.01130e+01,    0.00000e+00,              3,     V:5 Flume5
  09/11/2021 14:24:54.674,    1.96532e+00,    0.00000e+00,    1.67280e+04,    0.00000e+00,    4.09696e+02,    0.00000e+00,    1.99876e+00,    0.00000e+00,    4.16666e+02,    0.00000e+00,    1.40055e+02,    0.00000e+00,    2.25618e+01,    0.00000e+00,    2.25182e+01,    0.00000e+00,    9.46905e+00,    0.00000e+00,    1.01086e+01,    0.00000e+00,              3,     V:5 Flume5
